run_id,task_id,model,provider,k_shot,seed,data_format,data_file,test_sampling_mode,test_sampling_seed,label_assignment_mode,label_assignment_seed,label_swap,label_map,test_example_id,test_input,canonical_true_label,true_label,raw_output,parsed_label,correct,temperature,reasoning_effort,demo_sampling_mode,prompt_template,demo_seed,demo_example_ids
production_gpt54_20260602T001915Z_base_pair_boundary_initial_match_seed0,pair_boundary_initial_match,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/pair_boundary_initial_match/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",pair_boundary_initial_match_pool_0222,"Thane and I also visited with him. || On September 21, 2004, the U.S. Senate Appropriations Committee approved $16.379 billion in funding for NASA for fiscal year 2005.",B,A,B,B,False,0.0,none,resample_per_test,minimal,0,"['pair_boundary_initial_match_pool_0055', 'pair_boundary_initial_match_pool_0428', 'pair_boundary_initial_match_pool_0141', 'pair_boundary_initial_match_pool_0114', 'pair_boundary_initial_match_pool_0366', 'pair_boundary_initial_match_pool_0002', 'pair_boundary_initial_match_pool_0152', 'pair_boundary_initial_match_pool_0342', 'pair_boundary_initial_match_pool_0350', 'pair_boundary_initial_match_pool_0496', 'pair_boundary_initial_match_pool_0351', 'pair_boundary_initial_match_pool_0370', 'pair_boundary_initial_match_pool_0102', 'pair_boundary_initial_match_pool_0096', 'pair_boundary_initial_match_pool_0094', 'pair_boundary_initial_match_pool_0105']"
production_gpt54_20260602T001915Z_base_pair_boundary_initial_match_seed0,pair_boundary_initial_match,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/pair_boundary_initial_match/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",pair_boundary_initial_match_pool_0197,When they start bleeding that means they're really fighting. || Zawahiri said that the US should expect another 9/11 on US soil.,B,A,B,B,False,0.0,none,resample_per_test,minimal,1,"['pair_boundary_initial_match_pool_0481', 'pair_boundary_initial_match_pool_0316', 'pair_boundary_initial_match_pool_0404', 'pair_boundary_initial_match_pool_0014', 'pair_boundary_initial_match_pool_0224', 'pair_boundary_initial_match_pool_0471', 'pair_boundary_initial_match_pool_0225', 'pair_boundary_initial_match_pool_0137', 'pair_boundary_initial_match_pool_0259', 'pair_boundary_initial_match_pool_0482', 'pair_boundary_initial_match_pool_0386', 'pair_boundary_initial_match_pool_0466', 'pair_boundary_initial_match_pool_0155', 'pair_boundary_initial_match_pool_0458', 'pair_boundary_initial_match_pool_0095', 'pair_boundary_initial_match_pool_0216']"
production_gpt54_20260602T001915Z_base_pair_boundary_initial_match_seed0,pair_boundary_initial_match,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/pair_boundary_initial_match/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",pair_boundary_initial_match_pool_0457,"I recommend this company to ANYONE and everyone that needs great work done at a reasonable rate! || VCU has the #1 art school in America, and EXCELS in healthcare and medical schooling.",B,A,A,A,True,0.0,none,resample_per_test,minimal,2,"['pair_boundary_initial_match_pool_0014', 'pair_boundary_initial_match_pool_0170', 'pair_boundary_initial_match_pool_0116', 'pair_boundary_initial_match_pool_0437', 'pair_boundary_initial_match_pool_0443', 'pair_boundary_initial_match_pool_0253', 'pair_boundary_initial_match_pool_0309', 'pair_boundary_initial_match_pool_0385', 'pair_boundary_initial_match_pool_0454', 'pair_boundary_initial_match_pool_0323', 'pair_boundary_initial_match_pool_0467', 'pair_boundary_initial_match_pool_0229', 'pair_boundary_initial_match_pool_0225', 'pair_boundary_initial_match_pool_0473', 'pair_boundary_initial_match_pool_0368', 'pair_boundary_initial_match_pool_0330']"
production_gpt54_20260602T001915Z_base_pair_boundary_initial_match_seed0,pair_boundary_initial_match,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/pair_boundary_initial_match/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",pair_boundary_initial_match_pool_0028,"THOMAS filed a dissenting opinion, in which SCALIA joined, and in which ALITO joined as to all but Parts I, II-C-1, and III-B-2. || Final authority over lifting the cap rested with the federal government.",B,A,A,A,True,0.0,none,resample_per_test,minimal,3,"['pair_boundary_initial_match_pool_0001', 'pair_boundary_initial_match_pool_0124', 'pair_boundary_initial_match_pool_0115', 'pair_boundary_initial_match_pool_0081', 'pair_boundary_initial_match_pool_0374', 'pair_boundary_initial_match_pool_0428', 'pair_boundary_initial_match_pool_0493', 'pair_boundary_initial_match_pool_0235', 'pair_boundary_initial_match_pool_0122', 'pair_boundary_initial_match_pool_0220', 'pair_boundary_initial_match_pool_0006', 'pair_boundary_initial_match_pool_0222', 'pair_boundary_initial_match_pool_0267', 'pair_boundary_initial_match_pool_0350', 'pair_boundary_initial_match_pool_0216', 'pair_boundary_initial_match_pool_0132']"
production_gpt54_20260602T001915Z_base_pair_boundary_initial_match_seed0,pair_boundary_initial_match,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/pair_boundary_initial_match/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",pair_boundary_initial_match_pool_0224,"On top of that though they tried to charge us service charge just to rub it it.... || So, therefore, now he says i am inoperable (even though i am not 100% inoperable), and he is letting me die.",B,A,A,A,True,0.0,none,resample_per_test,minimal,4,"['pair_boundary_initial_match_pool_0352', 'pair_boundary_initial_match_pool_0418', 'pair_boundary_initial_match_pool_0329', 'pair_boundary_initial_match_pool_0348', 'pair_boundary_initial_match_pool_0227', 'pair_boundary_initial_match_pool_0106', 'pair_boundary_initial_match_pool_0221', 'pair_boundary_initial_match_pool_0386', 'pair_boundary_initial_match_pool_0365', 'pair_boundary_initial_match_pool_0164', 'pair_boundary_initial_match_pool_0300', 'pair_boundary_initial_match_pool_0477', 'pair_boundary_initial_match_pool_0402', 'pair_boundary_initial_match_pool_0265', 'pair_boundary_initial_match_pool_0362', 'pair_boundary_initial_match_pool_0262']"
production_gpt54_20260602T001915Z_base_pair_boundary_initial_match_seed0,pair_boundary_initial_match,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/pair_boundary_initial_match/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",pair_boundary_initial_match_pool_0114,"You did a great job at the hearing----it went decidely downhill after you left. || Last night, I adopted a 2 year old Male German Shepherd.",A,B,B,B,True,0.0,none,resample_per_test,minimal,5,"['pair_boundary_initial_match_pool_0443', 'pair_boundary_initial_match_pool_0155', 'pair_boundary_initial_match_pool_0463', 'pair_boundary_initial_match_pool_0406', 'pair_boundary_initial_match_pool_0253', 'pair_boundary_initial_match_pool_0230', 'pair_boundary_initial_match_pool_0015', 'pair_boundary_initial_match_pool_0092', 'pair_boundary_initial_match_pool_0448', 'pair_boundary_initial_match_pool_0089', 'pair_boundary_initial_match_pool_0112', 'pair_boundary_initial_match_pool_0424', 'pair_boundary_initial_match_pool_0435', 'pair_boundary_initial_match_pool_0083', 'pair_boundary_initial_match_pool_0036', 'pair_boundary_initial_match_pool_0264']"
production_gpt54_20260602T001915Z_base_pair_boundary_initial_match_seed0,pair_boundary_initial_match,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/pair_boundary_initial_match/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",pair_boundary_initial_match_pool_0096,"Finally, I told the little girl that she would have to accompany me to school (8:30am). || Gore released a statement Friday taking Bush to task for his comments on Pakistan's recent coup.",B,A,B,B,False,0.0,none,resample_per_test,minimal,6,"['pair_boundary_initial_match_pool_0347', 'pair_boundary_initial_match_pool_0086', 'pair_boundary_initial_match_pool_0053', 'pair_boundary_initial_match_pool_0230', 'pair_boundary_initial_match_pool_0393', 'pair_boundary_initial_match_pool_0497', 'pair_boundary_initial_match_pool_0052', 'pair_boundary_initial_match_pool_0182', 'pair_boundary_initial_match_pool_0437', 'pair_boundary_initial_match_pool_0080', 'pair_boundary_initial_match_pool_0244', 'pair_boundary_initial_match_pool_0459', 'pair_boundary_initial_match_pool_0067', 'pair_boundary_initial_match_pool_0217', 'pair_boundary_initial_match_pool_0040', 'pair_boundary_initial_match_pool_0002']"
production_gpt54_20260602T001915Z_base_pair_boundary_initial_match_seed0,pair_boundary_initial_match,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/pair_boundary_initial_match/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",pair_boundary_initial_match_pool_0155,I googled restaurants in the area and Fuji Sushi came up and reviews were great so I made a carry out order of : L 17. || Quality and service come first here.,B,A,A,A,True,0.0,none,resample_per_test,minimal,7,"['pair_boundary_initial_match_pool_0345', 'pair_boundary_initial_match_pool_0355', 'pair_boundary_initial_match_pool_0077', 'pair_boundary_initial_match_pool_0235', 'pair_boundary_initial_match_pool_0334', 'pair_boundary_initial_match_pool_0478', 'pair_boundary_initial_match_pool_0335', 'pair_boundary_initial_match_pool_0284', 'pair_boundary_initial_match_pool_0452', 'pair_boundary_initial_match_pool_0173', 'pair_boundary_initial_match_pool_0280', 'pair_boundary_initial_match_pool_0427', 'pair_boundary_initial_match_pool_0061', 'pair_boundary_initial_match_pool_0401', 'pair_boundary_initial_match_pool_0327', 'pair_boundary_initial_match_pool_0103']"
production_gpt54_20260602T001915Z_base_pair_boundary_initial_match_seed0,pair_boundary_initial_match,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/pair_boundary_initial_match/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",pair_boundary_initial_match_pool_0053,"The night I drove back home, I found that the rear window has some leakage. || Last night, I adopted a 2 year old Male German Shepherd.",A,B,B,B,True,0.0,none,resample_per_test,minimal,8,"['pair_boundary_initial_match_pool_0390', 'pair_boundary_initial_match_pool_0479', 'pair_boundary_initial_match_pool_0435', 'pair_boundary_initial_match_pool_0145', 'pair_boundary_initial_match_pool_0160', 'pair_boundary_initial_match_pool_0006', 'pair_boundary_initial_match_pool_0391', 'pair_boundary_initial_match_pool_0241', 'pair_boundary_initial_match_pool_0259', 'pair_boundary_initial_match_pool_0402', 'pair_boundary_initial_match_pool_0487', 'pair_boundary_initial_match_pool_0272', 'pair_boundary_initial_match_pool_0266', 'pair_boundary_initial_match_pool_0316', 'pair_boundary_initial_match_pool_0339', 'pair_boundary_initial_match_pool_0246']"
production_gpt54_20260602T001915Z_base_pair_boundary_initial_match_seed0,pair_boundary_initial_match,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/pair_boundary_initial_match/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",pair_boundary_initial_match_pool_0069,"In a bulletin, the FBI noted that the surveillance might relate to a plot to disperse a chemical or biological weapon. || Doug and I met with the Chairman of PUCT and have had subsequent conversations.",B,A,B,B,False,0.0,none,resample_per_test,minimal,9,"['pair_boundary_initial_match_pool_0081', 'pair_boundary_initial_match_pool_0231', 'pair_boundary_initial_match_pool_0107', 'pair_boundary_initial_match_pool_0250', 'pair_boundary_initial_match_pool_0189', 'pair_boundary_initial_match_pool_0142', 'pair_boundary_initial_match_pool_0437', 'pair_boundary_initial_match_pool_0366', 'pair_boundary_initial_match_pool_0419', 'pair_boundary_initial_match_pool_0032', 'pair_boundary_initial_match_pool_0304', 'pair_boundary_initial_match_pool_0242', 'pair_boundary_initial_match_pool_0253', 'pair_boundary_initial_match_pool_0163', 'pair_boundary_initial_match_pool_0050', 'pair_boundary_initial_match_pool_0067']"
