run_id,task_id,model,provider,k_shot,seed,data_format,data_file,test_sampling_mode,test_sampling_seed,label_assignment_mode,label_assignment_seed,label_swap,label_map,test_example_id,test_input,canonical_true_label,true_label,raw_output,parsed_label,correct,temperature,reasoning_effort,demo_sampling_mode,prompt_template,demo_seed,demo_example_ids
production_gpt54_20260602T001915Z_base_random_no_repeated_chars_seed0,random_no_repeated_chars,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/random_no_repeated_chars/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",random_no_repeated_chars_pool_0231,rnfbjpscn,B,A,A,A,True,0.0,none,resample_per_test,minimal,0,"['random_no_repeated_chars_pool_0057', 'random_no_repeated_chars_pool_0447', 'random_no_repeated_chars_pool_0151', 'random_no_repeated_chars_pool_0113', 'random_no_repeated_chars_pool_0389', 'random_no_repeated_chars_pool_0002', 'random_no_repeated_chars_pool_0145', 'random_no_repeated_chars_pool_0327', 'random_no_repeated_chars_pool_0335', 'random_no_repeated_chars_pool_0498', 'random_no_repeated_chars_pool_0367', 'random_no_repeated_chars_pool_0347', 'random_no_repeated_chars_pool_0094', 'random_no_repeated_chars_pool_0104', 'random_no_repeated_chars_pool_0103', 'random_no_repeated_chars_pool_0109']"
production_gpt54_20260602T001915Z_base_random_no_repeated_chars_seed0,random_no_repeated_chars,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/random_no_repeated_chars/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",random_no_repeated_chars_pool_0206,csvvlwznguim,B,A,A,A,True,0.0,none,resample_per_test,minimal,1,"['random_no_repeated_chars_pool_0488', 'random_no_repeated_chars_pool_0301', 'random_no_repeated_chars_pool_0420', 'random_no_repeated_chars_pool_0013', 'random_no_repeated_chars_pool_0234', 'random_no_repeated_chars_pool_0476', 'random_no_repeated_chars_pool_0236', 'random_no_repeated_chars_pool_0144', 'random_no_repeated_chars_pool_0263', 'random_no_repeated_chars_pool_0475', 'random_no_repeated_chars_pool_0374', 'random_no_repeated_chars_pool_0462', 'random_no_repeated_chars_pool_0147', 'random_no_repeated_chars_pool_0446', 'random_no_repeated_chars_pool_0085', 'random_no_repeated_chars_pool_0209']"
production_gpt54_20260602T001915Z_base_random_no_repeated_chars_seed0,random_no_repeated_chars,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/random_no_repeated_chars/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",random_no_repeated_chars_pool_0464,iymrlbkhku,B,A,A,A,True,0.0,none,resample_per_test,minimal,2,"['random_no_repeated_chars_pool_0013', 'random_no_repeated_chars_pool_0168', 'random_no_repeated_chars_pool_0116', 'random_no_repeated_chars_pool_0418', 'random_no_repeated_chars_pool_0428', 'random_no_repeated_chars_pool_0246', 'random_no_repeated_chars_pool_0326', 'random_no_repeated_chars_pool_0370', 'random_no_repeated_chars_pool_0459', 'random_no_repeated_chars_pool_0308', 'random_no_repeated_chars_pool_0472', 'random_no_repeated_chars_pool_0216', 'random_no_repeated_chars_pool_0236', 'random_no_repeated_chars_pool_0481', 'random_no_repeated_chars_pool_0345', 'random_no_repeated_chars_pool_0316']"
production_gpt54_20260602T001915Z_base_random_no_repeated_chars_seed0,random_no_repeated_chars,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/random_no_repeated_chars/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",random_no_repeated_chars_pool_0028,etksfabrkzcp,B,A,A,A,True,0.0,none,resample_per_test,minimal,3,"['random_no_repeated_chars_pool_0000', 'random_no_repeated_chars_pool_0126', 'random_no_repeated_chars_pool_0115', 'random_no_repeated_chars_pool_0086', 'random_no_repeated_chars_pool_0357', 'random_no_repeated_chars_pool_0447', 'random_no_repeated_chars_pool_0494', 'random_no_repeated_chars_pool_0245', 'random_no_repeated_chars_pool_0121', 'random_no_repeated_chars_pool_0229', 'random_no_repeated_chars_pool_0010', 'random_no_repeated_chars_pool_0231', 'random_no_repeated_chars_pool_0264', 'random_no_repeated_chars_pool_0335', 'random_no_repeated_chars_pool_0209', 'random_no_repeated_chars_pool_0140']"
production_gpt54_20260602T001915Z_base_random_no_repeated_chars_seed0,random_no_repeated_chars,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/random_no_repeated_chars/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",random_no_repeated_chars_pool_0234,rfommdvuk,B,A,A,A,True,0.0,none,resample_per_test,minimal,4,"['random_no_repeated_chars_pool_0368', 'random_no_repeated_chars_pool_0434', 'random_no_repeated_chars_pool_0313', 'random_no_repeated_chars_pool_0329', 'random_no_repeated_chars_pool_0237', 'random_no_repeated_chars_pool_0110', 'random_no_repeated_chars_pool_0230', 'random_no_repeated_chars_pool_0374', 'random_no_repeated_chars_pool_0342', 'random_no_repeated_chars_pool_0160', 'random_no_repeated_chars_pool_0289', 'random_no_repeated_chars_pool_0483', 'random_no_repeated_chars_pool_0391', 'random_no_repeated_chars_pool_0262', 'random_no_repeated_chars_pool_0381', 'random_no_repeated_chars_pool_0259']"
production_gpt54_20260602T001915Z_base_random_no_repeated_chars_seed0,random_no_repeated_chars,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/random_no_repeated_chars/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",random_no_repeated_chars_pool_0113,tomybdpea,A,B,A,A,False,0.0,none,resample_per_test,minimal,5,"['random_no_repeated_chars_pool_0428', 'random_no_repeated_chars_pool_0147', 'random_no_repeated_chars_pool_0455', 'random_no_repeated_chars_pool_0393', 'random_no_repeated_chars_pool_0246', 'random_no_repeated_chars_pool_0239', 'random_no_repeated_chars_pool_0014', 'random_no_repeated_chars_pool_0101', 'random_no_repeated_chars_pool_0454', 'random_no_repeated_chars_pool_0080', 'random_no_repeated_chars_pool_0106', 'random_no_repeated_chars_pool_0439', 'random_no_repeated_chars_pool_0415', 'random_no_repeated_chars_pool_0091', 'random_no_repeated_chars_pool_0040', 'random_no_repeated_chars_pool_0261']"
production_gpt54_20260602T001915Z_base_random_no_repeated_chars_seed0,random_no_repeated_chars,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/random_no_repeated_chars/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",random_no_repeated_chars_pool_0104,qbwcdsetglb,B,A,A,A,True,0.0,none,resample_per_test,minimal,6,"['random_no_repeated_chars_pool_0328', 'random_no_repeated_chars_pool_0093', 'random_no_repeated_chars_pool_0044', 'random_no_repeated_chars_pool_0239', 'random_no_repeated_chars_pool_0383', 'random_no_repeated_chars_pool_0496', 'random_no_repeated_chars_pool_0056', 'random_no_repeated_chars_pool_0182', 'random_no_repeated_chars_pool_0418', 'random_no_repeated_chars_pool_0083', 'random_no_repeated_chars_pool_0253', 'random_no_repeated_chars_pool_0465', 'random_no_repeated_chars_pool_0071', 'random_no_repeated_chars_pool_0213', 'random_no_repeated_chars_pool_0035', 'random_no_repeated_chars_pool_0002']"
production_gpt54_20260602T001915Z_base_random_no_repeated_chars_seed0,random_no_repeated_chars,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/random_no_repeated_chars/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",random_no_repeated_chars_pool_0147,ydrgzautjoyi,B,A,A,A,True,0.0,none,resample_per_test,minimal,7,"['random_no_repeated_chars_pool_0363', 'random_no_repeated_chars_pool_0337', 'random_no_repeated_chars_pool_0072', 'random_no_repeated_chars_pool_0245', 'random_no_repeated_chars_pool_0352', 'random_no_repeated_chars_pool_0471', 'random_no_repeated_chars_pool_0353', 'random_no_repeated_chars_pool_0303', 'random_no_repeated_chars_pool_0443', 'random_no_repeated_chars_pool_0173', 'random_no_repeated_chars_pool_0297', 'random_no_repeated_chars_pool_0445', 'random_no_repeated_chars_pool_0066', 'random_no_repeated_chars_pool_0388', 'random_no_repeated_chars_pool_0311', 'random_no_repeated_chars_pool_0095']"
production_gpt54_20260602T001915Z_base_random_no_repeated_chars_seed0,random_no_repeated_chars,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/random_no_repeated_chars/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",random_no_repeated_chars_pool_0044,wvsnbmxz,A,B,A,A,False,0.0,none,resample_per_test,minimal,8,"['random_no_repeated_chars_pool_0406', 'random_no_repeated_chars_pool_0485', 'random_no_repeated_chars_pool_0415', 'random_no_repeated_chars_pool_0154', 'random_no_repeated_chars_pool_0153', 'random_no_repeated_chars_pool_0010', 'random_no_repeated_chars_pool_0377', 'random_no_repeated_chars_pool_0249', 'random_no_repeated_chars_pool_0263', 'random_no_repeated_chars_pool_0391', 'random_no_repeated_chars_pool_0480', 'random_no_repeated_chars_pool_0277', 'random_no_repeated_chars_pool_0270', 'random_no_repeated_chars_pool_0301', 'random_no_repeated_chars_pool_0321', 'random_no_repeated_chars_pool_0226']"
production_gpt54_20260602T001915Z_base_random_no_repeated_chars_seed0,random_no_repeated_chars,gpt-5.4,openai,16,0,pool,/Users/tony/Github Repos/truthful-test/data/processed/random_no_repeated_chars/pool_seed0.jsonl,balanced_from_pool,10000,random_per_seed,50000,True,"{'A': 'B', 'B': 'A'}",random_no_repeated_chars_pool_0076,dycmabgkngs,B,A,A,A,True,0.0,none,resample_per_test,minimal,9,"['random_no_repeated_chars_pool_0086', 'random_no_repeated_chars_pool_0241', 'random_no_repeated_chars_pool_0097', 'random_no_repeated_chars_pool_0235', 'random_no_repeated_chars_pool_0193', 'random_no_repeated_chars_pool_0152', 'random_no_repeated_chars_pool_0418', 'random_no_repeated_chars_pool_0389', 'random_no_repeated_chars_pool_0407', 'random_no_repeated_chars_pool_0034', 'random_no_repeated_chars_pool_0322', 'random_no_repeated_chars_pool_0250', 'random_no_repeated_chars_pool_0246', 'random_no_repeated_chars_pool_0166', 'random_no_repeated_chars_pool_0042', 'random_no_repeated_chars_pool_0071']"
